Cosmic_Phenotype_id, Site_Primary,Site_Subtype1,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Site_Primary_COSMIC,Site_Subtype1_COSMIC,Histology_COSMIC,Hist_Subtype1_COSMIC,NCI_Code
COSO35415222,upper_arm,NS,sarcoma,Ewings,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO28165222,bone,humerus,sarcoma,Ewings,NS,NS,bone,humerus,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO57455222,bone,atlas,sarcoma,Ewings,NS,NS,bone,atlas,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO38005222,bone,iliac,sarcoma,Ewings,NS,NS,bone,ilium,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28065222,chest_wall,NS,sarcoma,Ewings,NS,NS,bone,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,muscle,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO28065222,NS,NS,sarcoma,Ewings,NS,NS,bone,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28185222,bone,pelvis,sarcoma,Ewings,NS,NS,bone,pelvis,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28105222,bone,femur,sarcoma,Ewings,NS,NS,bone,femur,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28065222,bone,NS,sarcoma,Ewings,NS,NS,bone,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,forearm,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,soft_tissue,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,mouth,hard_palate,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,paraspinal,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO57845222,bone,cranium,sarcoma,Ewings,NS,NS,bone,cranium,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,knee,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO57825222,bone,sternum,sarcoma,Ewings,NS,NS,bone,sternum,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO38005222,bone,ilium,sarcoma,Ewings,NS,NS,bone,ilium,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO57805222,bone,calcaneus,sarcoma,Ewings,NS,NS,bone,calcaneus,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,brain,temporal_lobe,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,back,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,neck,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,flank,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,groin,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,thigh,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,lung,right_lower_lobe,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,kidney,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,spinal_canal,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,buttock,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,abdomen,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,calf,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,presacral_soft_tissue,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO28185222,bone,os_pubis,sarcoma,Ewings,NS,NS,bone,pelvis,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28085222,bone,acetabulum,sarcoma,Ewings,NS,NS,bone,acetabulum,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28125222,bone,fibula,sarcoma,Ewings,NS,NS,bone,fibula,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28225222,bone,tibia,sarcoma,Ewings,NS,NS,bone,tibia,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO38285222,bone,scapula,sarcoma,Ewings,NS,NS,bone,scapula,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO57625222,bone,phalanx,sarcoma,Ewings,NS,NS,bone,phalanx,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO57585222,bone,ulna,sarcoma,Ewings,NS,NS,bone,ulna,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO57605222,bone,coccyx,sarcoma,Ewings,NS,NS,bone,coccyx,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO55475222,bone,radius,sarcoma,Ewings,NS,NS,bone,radius,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,meninges,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,pelvic_cavity,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,bone,extraskeletal,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,retroperitoneum,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,pelvis,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,paravertebra,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO57515222,bone,metatarsus,sarcoma,Ewings,NS,NS,bone,metatarsus,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,brain,frontal_lobe,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,duodenum,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,lower_leg,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO57565222,bone,vertebrae,sarcoma,Ewings,NS,NS,bone,vertebrae,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,ankle,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,mediastinum,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,inguinal,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,small_intestine,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO55455222,bone,sacrum,sarcoma,Ewings,NS,NS,bone,sacrum,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,gluteal,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO57685222,bone,metacarpus,sarcoma,Ewings,NS,NS,bone,metacarpus,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO57665222,bone,skull,sarcoma,Ewings,NS,NS,bone,skull,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28205222,bone,rib,sarcoma,Ewings,NS,NS,bone,rib,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO55155222,bone,ischium,sarcoma,Ewings,NS,NS,bone,ischium,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,soft_tissue,cervical_paraspinal,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO52145222,oesophagus,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO57565222,bone,spine,sarcoma,Ewings,NS,NS,bone,vertebrae,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO52145222,leg,NS,sarcoma,Ewings,NS,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C27293
COSO521418105,sacral_area,NS,sarcoma,Ewings,atypical,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical,C27293
COSO521411032,upper_arm,NS,sarcoma,Ewings,atypical,NS,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical-large_cell,C27293
COSO521411032,paravertebra,NS,sarcoma,Ewings,atypical,large_cell,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical-large_cell,C27293
COSO521418105,arm,NS,sarcoma,Ewings,atypical,superficial,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical,C27293
COSO521411029,back,NS,sarcoma,Ewings,atypical,adamantinoma-like,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,adamantinoma-like,C27293
COSO380018105,bone,iliac,sarcoma,Ewings,atypical,mimicking_small_cell_osteosarcoma,bone,ilium,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical,C35871
COSO521411024,retroperitoneum,NS,sarcoma,Ewings,atypical,with_desmoplasia,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,biphenotypic_with_desmoplastic_small_round_cell_tumour,C27293
COSO521418105,inguinal_region,NS,sarcoma,Ewings,atypical,with_rhabdoid_cells,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical,C27293
COSO521418105,soft_tissue,subscapular,sarcoma,Ewings,atypical,with_spindle_cell_proliferation_mimicking_synovial_sarcoma,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical,C27293
COSO521418105,leg,NS,sarcoma,Ewings,atypical,vascular,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,atypical,C27293
COSO521411024,abdomen,NS,sarcoma,Ewings,desmoplastic_small_round_cell_tumour,biphenotypic,bone,extraskeletal,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,biphenotypic_with_desmoplastic_small_round_cell_tumour,C27293
COSO282211029,bone,tibia,sarcoma,Ewings,adamantinoma-like,NS,bone,tibia,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,adamantinoma-like,C35871
COSO28065222,bone,NS,sarcoma,neuroepithelioma,NS,NS,bone,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28065222,NS,NS,sarcoma,neuroepithelioma,NS,NS,bone,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,C35871
COSO28065214,bone,NS,sarcoma,osteosarcoma,NS,NS,bone,NS,osteosarcoma,NS,C9145
COSO31355226,NS,NS,sarcoma,anaplastic,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,NS,C9306
COSO54215226,kidney,NS,sarcoma,anaplastic,with_polyphenotypic_features,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,NS,C9306
COSO54215226,kidney,NS,sarcoma,anaplastic,arising_in_cystic_nephroma,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,NS,C9306
COSO37666603,endometrium,stroma,sarcoma,low_grade,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO37666603,endometrium,stroma,sarcoma,low_grade,classic,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO37666603,endometrium,stroma,sarcoma,low_grade,epithelioid,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO37666603,endometrium,stroma,sarcoma,low_grade,fibromyxoid,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO37666603,endometrium,stroma,sarcoma,low_grade,epithelioid/sex_cord-like,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO37666603,endometrium,stroma,sarcoma,low_grade,mixed_smooth_muscle,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO37666603,endometrium,stroma,sarcoma,low_grade,with_sex_cord-like_differentiation,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,endometrial_stromal_sarcoma,NS,C8973
COSO31355298,soft_tissue,NS,sarcoma,fibromatosis,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,desmoid_tumour-fibromatosis,NS,C6489
COSO28375226,nervous_system,peripheral_nerve_sheath,sarcoma,malignant,NS,NS,soft_tissue,nerve_sheath,sarcoma,NS,C9306
COSO31285226,nervous_system,peripheral_nerve_sheath,sarcoma,malignant,NS,NS,soft_tissue,nerve_sheath,sarcoma,NS,C9306
COSO31265226,nervous_system,peripheral_nerve_sheath,sarcoma,malignant,NS,NS,soft_tissue,nerve_sheath,sarcoma,NS,C9306
COSO28396739,breast,NS,sarcoma,cystosarcoma,NS,NS,breast,NS,other,phyllodes_tumour,C7575
COSO28395750,NS,NS,sarcoma,cystosarcoma,NS,NS,breast,NS,other,phyllodes_tumour,C7575
COSO31355685,NS,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C27005
COSO37255685,thigh,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C27005
COSO28425685,breast,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C37005
COSO34605685,back,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C27005
COSO30115685,lung,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C27005
COSO31355685,soft_tissue,NS,sarcoma,spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C27005
COSO35415685,upper_arm,NS,sarcoma,spindle_cell,undifferentiated,post_radiotherapy,soft_tissue,fibrous_tissue_and_uncertain_origin,sarcoma,spindle,C27005
COSO1082910062,testis,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO288110062,small_intestine,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO366010062,intestine,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO317510062,pancreas,head,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO352710062,soft_tissue,scalp,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO367310062,thorax,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO362210062,calf,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO998310062,tongue,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO563710062,cheek,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333010062,foot,sole,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO572810062,soft_tissue,hip,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO612810062,salivary_gland,parotid,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO287710062,caecum,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO288110062,jejunum,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333210062,palm,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO287710062,rectum,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO284210062,breast,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO595510062,paraspinal,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO362210062,lower_leg,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO313510062,soft_tissue,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO542110062,kidney,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333010062,soft_tissue,foot,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333210062,soft_tissue,hand,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO344210062,soft_tissue,groin,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO362210062,soft_tissue,lower_leg,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333210062,soft_tissue,finger,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO344010062,soft_tissue,buttock,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO351710062,soft_tissue,knee,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO367610062,pelvis,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO345210062,axilla,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO584310062,Achilles_tendon,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO287710062,colon,ascending,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO587810062,soft_tissue,sole,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO574110062,soft_tissue,ankle,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO367610062,soft_tissue,pelvis,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO345510062,soft_tissue,shoulder,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO353710062,soft_tissue,forearm,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO587610062,soft_tissue,popliteal_fossa,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO353510062,soft_tissue,elbow,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO372510062,soft_tissue,thigh,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO346010062,soft_tissue,back,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO288110062,ileum,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO345010062,nuchal,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333010062,heel,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO343910062,abdominal_wall,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO572810062,hip,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO353710062,forearm,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO379510062,paravertebra,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO377310062,inguinal,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO345510062,shoulder,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO574110062,ankle,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO344110062,chest_wall,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO344010062,gluteal,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO573810062,leg,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO360710062,stomach,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO333210062,hand,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
COSO372510062,thigh,NS,sarcoma,clear_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,malignant_melanoma_of_soft_parts-clear_cell_sarcoma,NS,C3745
